Protein Unique ID,Module Assignment (Number),Module Assigment (Color),kME Dark Orange,kME Dark Turquoise,kME Brown,kME Red,kME Turquoise,kME Light Green,kME White,kME Black,kME Green Yellow,kME Cyan,kME Salmon,kME Dark Red,kME Pink,kME Tan,kME Magenta,kME Light Cyan,kME Royal Blue,kME Midnight Blue,kME Purple,kME Light Yellow,kME Grey60,kME Blue,kME Yellow,kME Dark Green,kME Dark Grey,kME Green,kME Orange,kME Grey,kME Table Sort Vector
PLEC|NP_958782.1,M14,cyan,0.314625971,0.047625858,0.02062413,0.067373177,-0.080192578,0.135929744,0.386739181,0.142875636,0.161624179,0.652448193,0.160882006,-0.126976598,-0.025422006,0.351733279,-0.147733345,0.321681466,0.277212452,0.029955563,0.35664194,-0.126841423,0.109197045,0.058511016,-0.174799695,0.087728634,0.20369057,0.18013114,-0.17000908,-0.024094717,cyan|0.6524
CSE1L|NP_001307.2,M14,cyan,0.088982503,-0.042004524,0.071528762,0.338844799,0.115210314,0.117625872,0.394821431,0.267434559,0.484243945,0.640778777,0.33163874,-0.436717317,-0.011055017,0.336798907,0.192809654,0.272444306,0.340163741,-0.098646628,0.112457334,-0.069649148,-0.127471908,-0.145427533,-0.271449893,0.174783415,0.168341542,-0.111575974,-0.007037597,-0.320565004,cyan|0.6408
MVP|NP_005106.2,M14,cyan,0.518541531,0.12559394,0.224212085,0.161344499,0.142554525,0.290846223,-0.05430848,0.135448785,0.269865715,0.622285685,0.174599861,-0.108856084,-0.01461234,0.405249578,-0.375420641,-0.006137072,0.162459278,0.031174105,0.326760353,-0.127599461,0.016201448,0.014257033,-0.28619727,0.084493648,0.545883771,0.144066357,-0.394340826,-0.030217093,cyan|0.6223
OSTF1|NP_036515.4,M14,cyan,0.22639552,0.129733377,0.361209899,0.355438544,0.32478396,-0.074233428,0.077146922,0.493558782,0.477655489,0.613481357,0.322307071,-0.485899938,-0.146994863,0.379413851,-0.240212058,0.052049551,0.006621846,-0.204925184,0.091822073,-0.413046609,-0.179244814,-0.319897953,-0.483261413,0.291538795,0.559684508,-0.05806689,-0.331839344,-0.354294753,cyan|0.6135
SH3GLB1|NP_001193582.1,M14,cyan,0.149470925,-0.22235226,-0.13908387,0.022569722,-0.075279637,-0.189663102,0.109559295,0.020702318,0.23706166,0.612483407,0.428164127,-0.225210024,0.098884744,0.547294179,0.122751476,0.38638337,0.372370098,0.307701832,0.441963859,-0.182456303,0.188862706,0.154096669,-0.047598652,0.214273829,0.346668576,-0.165129836,-0.023991006,0.032155155,cyan|0.6125
ANKFY1|NP_057460.3,M14,cyan,0.108249071,0.419072982,-0.058556928,-0.030275222,0.021704389,0.012617952,0.063506401,0.157248515,0.368523213,0.612082048,0.268124128,-0.060542632,0.164450949,0.423853205,0.344745001,0.145358261,0.366318019,0.05979961,0.234483281,-0.194205623,-0.17757672,-0.111436724,0.006905859,-0.002327039,-0.00515028,-0.388880723,-0.392633703,-0.153466439,cyan|0.6121
PRKDC|NP_008835.5,M14,cyan,0.571087555,0.13999148,0.023074756,0.152866177,0.02477852,-0.05364394,0.337606618,0.306601716,0.367460525,0.610520099,0.072605494,-0.120393651,0.043257402,0.505557582,-0.187079619,0.253469682,0.282387979,-0.135339582,0.146967332,-0.100572866,0.173456905,-0.015236592,-0.270274539,-0.009069891,0.528138722,0.314940134,-0.245818955,-0.383518691,cyan|0.6105
TM7SF2|NP_003264.2,M14,cyan,-0.056701377,-0.183519519,-0.092523688,-0.007014025,-0.085686589,0.266368651,0.605288993,0.478635157,0.420365623,0.604375815,0.039745338,-0.039080036,-0.276556101,0.156794209,-0.006746645,0.509089314,0.399025697,0.143697685,0.258535237,0.109725248,0.377033058,-0.105526956,-0.174961469,0.198459931,-0.047160798,0.155159633,0.280178566,-0.065706754,cyan|0.6044
HSPD1|NP_002147.2,M14,cyan,0.557889854,0.570720765,-0.271648976,0.10214728,0.034746411,0.072040963,0.07092499,0.008998015,0.361525387,0.597410365,0.269592994,0.026892631,0.494974274,0.666945246,0.247855485,0.344892725,0.506004495,0.097710384,0.253722431,-0.450727072,0.131101397,0.036259057,-0.129204228,-0.224269201,0.209262766,-0.249662112,-0.726736845,-0.185278987,cyan|0.5974
TBC1D9B|NP_055858.2,M14,cyan,-0.390301573,-0.099562548,-0.16725513,-0.362606106,-0.127750166,-0.194198525,0.225659862,0.280230329,0.476137496,0.57135928,0.038625496,0.188153827,-0.070427273,0.245661324,0.38118167,0.106176808,0.414186275,0.40053199,0.538592525,-0.190276837,0.14311707,-0.147311272,0.097047997,0.650691373,0.099071556,-0.20739444,0.101531711,0.262085673,cyan|0.5714
LMAN2|NP_006807.1,M14,cyan,0.033542298,0.274507295,-0.094842111,-0.320928878,-0.103447167,0.054407925,0.237436848,0.215815063,0.411551434,0.568839588,-0.122900369,0.347885832,0.087102721,0.327162108,0.236516561,0.057361701,0.481669615,0.134905157,0.378826241,-0.076750138,0.165577714,-0.126546099,-0.02504274,0.321143922,0.236351388,0.015768275,-0.249966472,0.118550122,cyan|0.5688
ATP5B|NP_001677.2,M14,cyan,0.428505335,0.260624706,-0.000775462,0.246506484,0.048719725,0.224966056,0.454385485,0.128806978,0.264234071,0.565551703,0.092652195,-0.14831797,-0.046432027,0.309118715,-0.056554296,0.351476306,0.360132194,-0.121271909,0.09856318,-0.050462019,0.130554193,0.011617197,-0.267291982,-0.403110347,0.04246656,0.206932309,0.022604023,-0.159020263,cyan|0.5656
RPL22|NP_000974.1,M14,cyan,-0.006256714,0.023451962,-0.121293042,0.222156201,-0.17385712,-0.221011638,0.341339157,-0.00555243,0.126102907,0.544611473,0.417677937,-0.317587425,0.182938834,0.526865517,0.100171168,0.48209082,0.270787425,0.218830464,0.46092832,-0.204582462,0.380272808,0.175945402,-0.127389406,0.053976383,0.283707415,-0.082840728,0.046693884,-0.21660988,cyan|0.5446
CHMP5|NP_057494.3,M14,cyan,0.022527861,-0.167334555,-0.029596723,0.111777482,-0.058829055,-0.036570998,0.466624784,0.353574331,0.320109622,0.541156401,0.441309408,-0.305638274,-0.258481406,0.222234144,0.02454016,0.433614573,0.285446686,0.072415957,0.20187928,0.24648478,0.083197734,-0.027342109,-0.044084807,0.173633701,-0.034838047,-0.152209682,0.130965135,-0.192718593,cyan|0.5412
VTA1|NP_057569.2,M14,cyan,0.023130258,-0.018333375,-0.376220162,-0.419886286,-0.210488716,-0.043996983,0.187993648,0.287373771,0.487254977,0.540989383,-0.075674503,0.342375391,0.1728494,0.378126628,0.458644908,0.251626262,0.536373433,0.357545654,0.311604423,-0.073254715,0.170929251,-0.021134536,0.260151298,0.431307344,0.017211821,-0.172447892,-0.126164499,0.008493527,cyan|0.541
RAP1GAP|NP_001139130.1,M14,cyan,-0.372667448,-0.124201785,-0.093480453,-0.165893938,-0.12029048,-0.106522767,0.317058781,0.109575039,0.208958177,0.508880143,0.296475309,-0.029589191,-0.231391553,0.174399837,0.137188388,0.242003166,0.330897898,0.330164193,0.579970995,0.053501721,0.233584284,-0.016040978,-0.026293611,0.258709137,0.000311792,-0.14185896,0.203799648,0.298415598,cyan|0.5089
RAD23B|NP_002865.1,M14,cyan,0.145354119,-0.09662592,0.013301048,-0.284346446,-0.194053038,0.263713995,0.087221557,0.003410751,-0.000866687,0.489174865,-0.171423673,0.271432416,-0.102932994,0.224684291,-0.258879538,0.043606167,0.221401869,0.235715102,0.519247395,0.174684857,0.288169337,0.17972725,-0.016190709,0.058301451,0.293436849,0.419755738,0.030549318,0.227712428,cyan|0.4892
GSR|NP_001182033.1,M14,cyan,0.529519909,0.458607313,-0.009292415,0.004277256,0.126377183,0.273625552,-0.082469735,-0.012157695,0.17475666,0.479971915,0.066896362,0.078131324,0.279470261,0.421255889,0.001508527,0.09540911,0.313665877,-0.06121249,0.161585443,-0.357921496,-0.085176383,-0.039686511,-0.219473275,-0.209984481,0.225481216,-0.031510495,-0.689320426,0.025687961,cyan|0.48
CLTC|NP_004850.1,M14,cyan,0.231427262,-0.145338676,0.14285438,-0.215207158,-0.115235793,0.080000116,0.09047533,0.17279402,-0.019457236,0.453112416,-0.234598333,0.057337568,-0.149563551,0.266998221,-0.343302845,0.015187141,0.032825485,-0.0616598,0.23858634,0.17147001,0.08773833,0.075725898,-0.11784771,-0.022224898,0.435723303,0.584201891,0.004321679,-0.190513381,cyan|0.4531
PYGB|NP_002853.2,M14,cyan,0.563596403,0.271810867,0.132919857,0.18341825,0.245588615,0.361031518,0.051490828,0.117841653,0.145963579,0.45271575,0.118703844,-0.126609754,-0.004531126,0.253173361,-0.354883393,0.114610181,0.121524735,-0.141021197,0.115497079,-0.360488734,-0.096484623,-0.087165881,-0.402750979,-0.187800728,0.222296956,0.159675084,-0.571492587,0.050869629,cyan|0.4527
HNRNPM|NP_112480.2,M14,cyan,0.017149123,-0.008677809,-0.134896588,-0.028585682,-0.325998291,-0.292923885,0.152007015,-0.055481552,-0.095160742,0.437517172,0.297150074,-0.171816701,0.155835332,0.443225267,0.069705564,0.339942822,0.107045378,0.263169895,0.428017197,-0.026427084,0.19812183,0.305766374,0.19648271,0.028540673,0.119343579,-0.075770247,0.044521005,-0.220789208,cyan|0.4375
FDPS|NP_001129294.1,M14,cyan,-0.046746816,-0.057901545,-0.029988068,0.20955733,0.145932051,0.037182157,0.10469385,0.181367093,0.309119154,0.424524334,0.256021279,-0.320854994,0.073705553,0.325911398,0.026678877,0.25299647,0.131736725,0.144150796,0.224369724,-0.437951639,0.089728971,-0.102167363,-0.300664045,0.182549472,0.222643818,-0.109490357,-0.142943339,-0.141392448,cyan|0.4245
PTGES3L-AARSD1|NP_001129514.2,M14,cyan,0.38473716,-0.110693022,0.034610829,0.072345569,-0.100723233,-0.034295611,0.239475579,0.077167173,0.101553829,0.406550428,0.021418049,-0.08460408,0.107069904,0.360755728,-0.085370508,0.305763467,0.223833662,-0.028837488,0.113831124,-0.178868649,0.207635516,0.097190597,-0.13192032,0.178791919,0.403286792,0.212520874,-0.012421352,-0.073110327,cyan|0.4066
DDX21|NP_004719.2,M14,cyan,-0.36653922,-0.146721102,0.329793126,-0.118525694,0.164121651,0.102838391,0.160842065,0.276000244,0.151571441,0.406381452,-0.053906897,-0.072100226,-0.587721522,-0.137911989,-0.293155956,-0.19130125,-0.021619924,0.003841487,0.40029025,-0.027178597,-0.095423022,-0.258256337,-0.336459347,0.217251008,0.143580772,0.287060393,0.256077265,0.391792449,cyan|0.4064
KIAA1468|NP_065905.2,M14,cyan,-0.286168776,-0.305449978,0.143082195,0.128749125,0.143149375,0.039771991,-0.013265665,0.12934449,0.244325253,0.326768542,0.266224923,-0.276847309,-0.125031353,0.107435156,-0.047896322,-0.023678901,0.044793257,0.189530518,0.363854741,-0.220533468,-0.019964241,-0.121422978,-0.255539536,0.525639375,0.313318709,-0.110082424,0.019312508,0.177176084,cyan|0.3268
PPP2R4|NP_821068.1,M3,brown,-0.218733119,0.065437664,0.943226528,0.452649845,0.686999573,0.199640343,-0.123910927,0.452188485,0.141819548,0.024287616,-0.036565966,-0.512181343,-0.731445616,-0.474571801,-0.729036456,-0.61272482,-0.603120571,-0.572038311,-0.17496267,-0.444825955,-0.601307972,-0.658303148,-0.809220986,0.301694441,0.349890931,0.242023939,-0.034091768,0.208489349,brown|0.9432
PPIA|NP_066953.1,M3,brown,-0.071865912,0.195992296,0.927745106,0.608254507,0.782493949,0.157613829,-0.180103778,0.454461414,0.123024557,-0.110811269,0.059845344,-0.634938396,-0.649343271,-0.47910982,-0.761952515,-0.605519535,-0.713208624,-0.686174408,-0.369952087,-0.531523679,-0.710562345,-0.679775788,-0.836498992,0.149909551,0.285383188,0.144617655,-0.226822116,0.023956431,brown|0.9277
UCHL1|NP_004172.2,M3,brown,-0.037042371,0.200782916,0.91702372,0.620484949,0.809248389,0.204476627,-0.128645197,0.452922413,0.135566367,-0.118017487,0.015508108,-0.636345434,-0.671615837,-0.506280662,-0.748540291,-0.598793353,-0.686270348,-0.747536938,-0.435190151,-0.492304282,-0.742815639,-0.697522704,-0.866164402,0.046866888,0.234468635,0.205936467,-0.194421189,0.00109281,brown|0.917
PGAM1|NP_002620.1,M3,brown,-0.186406724,-0.155071149,0.916527025,0.333292073,0.45995441,0.013379979,-0.284390587,0.151233845,-0.214883264,-0.130310087,-0.057390047,-0.513168853,-0.550941253,-0.379578191,-0.70198966,-0.63305422,-0.696842017,-0.579978004,-0.189740149,-0.193824108,-0.593947927,-0.388541234,-0.596260507,0.239038448,0.502931809,0.356126812,0.052677005,0.080383418,brown|0.9165
YWHAG|NP_036611.2,M3,brown,-0.13637493,0.133170383,0.91298983,0.466376277,0.649545651,0.053039964,0.000106079,0.567060887,0.199613869,0.096097086,-0.085753331,-0.604347344,-0.648979284,-0.370103076,-0.579654845,-0.532518875,-0.588133665,-0.745460981,-0.351706796,-0.475783569,-0.737438793,-0.703318154,-0.769094326,0.249082634,0.325709068,0.263729292,-0.063251247,-0.119827306,brown|0.913
PPIAL4B|NP_001137355.1,M3,brown,-0.079567689,0.122216581,0.906195096,0.623274215,0.79587281,0.14143826,-0.192108757,0.456993035,0.117892981,-0.120071859,0.095542227,-0.68489042,-0.691364827,-0.478731808,-0.799552576,-0.578778238,-0.743860038,-0.6415832,-0.373602242,-0.510252951,-0.697101014,-0.649307522,-0.828599316,0.105775939,0.263244162,0.151628473,-0.158537286,0.000423422,brown|0.9062
YWHAE|NP_006752.1,M3,brown,-0.181068683,0.222357747,0.88994283,0.487322807,0.703385774,0.004536277,-0.04041706,0.60916768,0.262705599,0.085106712,-0.026738029,-0.618928694,-0.650219692,-0.380087835,-0.545177645,-0.564359386,-0.609796938,-0.70788862,-0.33738638,-0.57576344,-0.780180457,-0.752989399,-0.765353205,0.263822563,0.26867034,0.142690083,-0.134432963,-0.104354649,brown|0.8899
RPS18|NP_072045.1,M3,brown,-0.125304072,0.101190997,0.888240571,0.439120104,0.682817901,0.183204884,0.001015604,0.503364556,0.118229779,-0.041370716,-0.214587863,-0.543650363,-0.698385214,-0.510051221,-0.607408829,-0.567161016,-0.616955874,-0.805499857,-0.474372949,-0.392647179,-0.773586076,-0.700454897,-0.77831164,0.059651304,0.175608605,0.380335619,0.012020522,-0.063919223,brown|0.8882
STXBP1|NP_001027392.1,M3,brown,-0.300420098,-0.024356028,0.884280374,0.212976273,0.331178398,-0.204158181,-0.270667283,0.197245879,-0.345826485,-0.223411771,-0.238811103,-0.438965758,-0.50657006,-0.384785484,-0.655508135,-0.655566588,-0.83582549,-0.633725817,-0.240250771,-0.232355067,-0.574330437,-0.372823984,-0.478752228,0.148666378,0.442195883,0.45402249,0.115449156,-0.113251329,brown|0.8843
RAP1GDS1|NP_001093896.1,M3,brown,-0.368108385,-0.070341925,0.878835021,0.317639039,0.430440061,-0.006368396,-0.269793714,0.204204742,-0.124749379,-0.040481965,0.067663815,-0.456993722,-0.643942602,-0.38155754,-0.709843084,-0.592918018,-0.654361855,-0.333258496,0.056965668,-0.231192149,-0.407390926,-0.380217045,-0.55036501,0.319667865,0.42462362,0.182253762,0.14681964,0.249770959,brown|0.8788
YWHAB|NP_647539.1,M3,brown,-0.226011344,0.150947778,0.877300801,0.403354444,0.676380153,-0.056844487,-0.096411321,0.554698685,0.175816661,-0.029771212,-0.133062772,-0.566577652,-0.659085033,-0.441356185,-0.526802426,-0.641053651,-0.667713643,-0.737141296,-0.398391878,-0.509716332,-0.82165626,-0.730402216,-0.706307749,0.219282877,0.252029665,0.224640003,-0.053040957,-0.102369623,brown|0.8773
CTBP1|NP_001012632.1,M3,brown,-0.218315389,0.095857327,0.873354526,0.455887648,0.788867846,0.097641234,-0.148717413,0.592107715,0.162410148,-0.155839599,-0.067795583,-0.585868896,-0.808843949,-0.581050993,-0.721294959,-0.621271796,-0.754139418,-0.678830353,-0.455201175,-0.443655695,-0.761509734,-0.747619286,-0.771318021,0.102562599,0.125938606,0.208950177,-0.050552915,-0.022010767,brown|0.8734
YWHAZ|NP_663723.1,M3,brown,-0.179186884,0.20575878,0.871567805,0.428978943,0.74163825,0.078538601,-0.075553151,0.621600393,0.286723307,-0.007392723,-0.107460776,-0.523077779,-0.687635084,-0.48893827,-0.540095921,-0.646069194,-0.611203694,-0.720927526,-0.407052581,-0.522014589,-0.832014218,-0.795756502,-0.738675185,0.278732832,0.192386244,0.150710831,-0.154045026,-0.025493632,brown|0.8716
TRAP1|NP_057376.2,M3,brown,-0.187972506,0.18288249,0.870720989,0.382478132,0.629312822,-0.008900344,-0.235757233,0.387329578,0.042089245,-0.254824114,-0.13761188,-0.371438225,-0.6097368,-0.537254727,-0.68351319,-0.753005439,-0.719072109,-0.626900904,-0.307416788,-0.398144143,-0.612277134,-0.624529427,-0.655417245,0.265755243,0.344372406,0.230189322,-0.127366492,0.113920546,brown|0.8707
SUCLG1|NP_003840.2,M3,brown,-0.006431896,0.080545606,0.856109471,0.4740858,0.604157996,0.097223241,-0.045880824,0.390667924,-0.007004879,-0.160023587,-0.130154356,-0.472646578,-0.623253704,-0.472195194,-0.801152739,-0.493500461,-0.668016243,-0.659408665,-0.36298839,-0.440018701,-0.486862507,-0.551571052,-0.751459007,0.150843678,0.33330992,0.384734389,-0.037960621,0.062461956,brown|0.8561
VPS26B|NP_443107.1,M3,brown,0.050871515,0.228383929,0.855463162,0.343453332,0.507556954,0.020933171,-0.24341065,0.341514737,-0.048871131,-0.135799055,-0.177942639,-0.331067286,-0.493783122,-0.371515303,-0.686708574,-0.665988857,-0.641432186,-0.69028517,-0.305206413,-0.280517868,-0.588576682,-0.4925928,-0.586611178,0.113147622,0.435808972,0.342380739,-0.194417213,-0.026822344,brown|0.8555
GCLC|NP_001489.1,M3,brown,-0.219639587,-0.026024656,0.854800997,0.384923972,0.691129694,0.250643328,-0.026529779,0.514161875,0.218764634,-0.079848951,-0.156239835,-0.427303274,-0.806387228,-0.620910708,-0.627675693,-0.637987163,-0.553049801,-0.625877145,-0.347391084,-0.261926485,-0.683997863,-0.699630602,-0.715161918,0.276424869,0.154042464,0.283008017,0.088030763,0.188156673,brown|0.8548
PHYHIP|NP_001092805.1,M3,brown,0.069930524,0.067391488,0.850403129,0.316418955,0.463553821,0.034661565,-0.106685428,0.408150818,0.054180239,0.134273995,-0.120300843,-0.441404611,-0.531023691,-0.193240165,-0.664776736,-0.51678237,-0.519406651,-0.654089225,-0.230625374,-0.195162142,-0.553773857,-0.466066427,-0.616826995,0.157767725,0.54367223,0.415155788,-0.092785655,-0.17699735,brown|0.8504
TOMM34|NP_006800.2,M3,brown,0.037368373,0.155836105,0.848319154,0.551998945,0.62232753,0.148980143,-0.27597756,0.170515687,-0.104501277,-0.162041544,0.103896197,-0.568366824,-0.430248207,-0.358537132,-0.716908294,-0.54743234,-0.653513535,-0.631106953,-0.291493135,-0.414159206,-0.613522985,-0.461555478,-0.719475916,0.059552921,0.373288521,0.1570645,-0.301417027,0.053230964,brown|0.8483
PPME1|NP_057231.1,M3,brown,-0.129050825,-0.184436863,0.84727174,0.248890598,0.347481015,-0.181917197,-0.453788635,0.052975628,-0.354728601,-0.254665483,-0.124884814,-0.446243583,-0.422988583,-0.304922122,-0.718779337,-0.678130074,-0.816034743,-0.493983147,-0.199921032,-0.207220006,-0.534100508,-0.237395821,-0.419296135,0.208515425,0.585400497,0.387356637,0.074187178,-0.022868313,brown|0.8473
PFN2|NP_002619.1,M3,brown,0.088238284,0.185570006,0.842916435,0.542872286,0.610271641,0.102982278,-0.042974054,0.317269689,-0.092944668,-0.166214301,-0.097187156,-0.604685952,-0.489006295,-0.387629064,-0.678540787,-0.449455561,-0.664264949,-0.875951467,-0.543648628,-0.364630917,-0.666923198,-0.544816367,-0.769438559,-0.138216931,0.274696517,0.385511245,-0.172480792,-0.227229711,brown|0.8429
PDIA3|NP_005304.3,M3,brown,-0.243919684,-0.298742952,0.841905297,0.276640927,0.337769995,-0.006834872,-0.145945116,0.260926015,-0.051052236,0.025035952,-0.031877956,-0.406729787,-0.601801536,-0.300183838,-0.706510659,-0.500359755,-0.543210082,-0.337496268,0.02920015,-0.123659377,-0.27725242,-0.327257797,-0.530720941,0.527137644,0.61815595,0.351961928,0.24745608,0.176925843,brown|0.8419
CBR1|NP_001748.1,M3,brown,-0.177904004,0.080766979,0.837529601,0.673081329,0.778723255,0.083578046,-0.127505102,0.459514313,0.156566977,-0.153442726,0.180501104,-0.737747025,-0.680238686,-0.485600415,-0.698329191,-0.489103523,-0.705427453,-0.58933639,-0.382708709,-0.497899325,-0.63296856,-0.644352558,-0.802668533,0.123819135,0.185250146,0.044682132,-0.058993891,-0.021881187,brown|0.8375
YWHAH|NP_003396.1,M3,brown,-0.262143193,0.116628849,0.836044672,0.338606243,0.63348764,-0.107402987,-0.134235415,0.524100362,0.185643979,0.011072235,-0.121295436,-0.534192376,-0.623999307,-0.386272131,-0.463811782,-0.646799443,-0.628109869,-0.660763837,-0.324863834,-0.500284281,-0.807070167,-0.693184095,-0.644602796,0.266756004,0.281200011,0.19041756,-0.036429052,-0.080165392,brown|0.836
HSP90AA1|NP_001017963.2,M3,brown,-0.27959314,0.001598414,0.824998213,0.334901792,0.608131722,-0.145020684,-0.326436095,0.247886011,-0.08361724,-0.24010535,-0.096571333,-0.459014124,-0.609998609,-0.45604102,-0.670984144,-0.713687229,-0.74581932,-0.526540502,-0.201947603,-0.464222347,-0.586636186,-0.518296378,-0.659508464,0.160693165,0.404750318,0.290822541,0.031666168,0.181341095,brown|0.825
DYNLL2|NP_542408.1,M3,brown,0.096565171,0.319731401,0.819191347,0.622456262,0.721587457,0.259682641,0.186552646,0.69689071,0.312755461,0.095092025,-0.071239344,-0.591616207,-0.622019534,-0.36910461,-0.715225038,-0.338751472,-0.534257858,-0.787677631,-0.463356509,-0.535250888,-0.563453984,-0.742264563,-0.898575881,0.07868262,0.218608389,0.307115751,-0.248769617,-0.247491891,brown|0.8192
EIF4H|NP_114381.1,M3,brown,-0.32247314,-0.143671942,0.816516789,0.387388882,0.598285331,0.104790149,-0.094024233,0.467348513,-0.048341977,-0.225371662,-0.09235219,-0.587170091,-0.783058245,-0.612643867,-0.706817964,-0.477633102,-0.781211219,-0.582046546,-0.426746736,-0.304057882,-0.631532831,-0.577821681,-0.631645596,0.144116454,0.044665207,0.268618197,0.181434742,-0.001745563,brown|0.8165
VPS29|NP_476528.1,M3,brown,-0.388556255,0.05273903,0.812728432,0.234241564,0.592596463,0.242187909,-0.116604763,0.419983456,0.019013997,-0.243737064,-0.401447808,-0.245498625,-0.759029371,-0.71482529,-0.640391858,-0.696603278,-0.68034799,-0.549018133,-0.315221517,-0.36544416,-0.565143232,-0.645798538,-0.637131571,0.169103493,0.050074387,0.398985931,0.186542939,0.27411154,brown|0.8127
SCRN1|NP_055581.3,M3,brown,-0.00885449,0.104680749,0.811101024,0.438627574,0.713883219,0.3140806,-0.277350034,0.320584328,0.164732772,0.019973655,0.028193575,-0.441467208,-0.545473072,-0.396485027,-0.666507951,-0.628903803,-0.52062456,-0.473182276,-0.165755398,-0.517852112,-0.675257533,-0.575701332,-0.722982767,0.27457333,0.312803298,0.109637371,-0.300981173,0.283999219,brown|0.8111
PADI2|NP_031391.2,M3,brown,-0.05987436,0.119199434,0.809277887,0.261918575,0.38947769,-0.071664972,0.08226361,0.542682513,0.087568241,0.198056555,-0.249290388,-0.427700556,-0.53926313,-0.182982507,-0.576924422,-0.439799554,-0.514094193,-0.705888238,-0.225118093,-0.293882976,-0.50843344,-0.531813156,-0.626456802,0.202503001,0.494817263,0.513530491,-0.013350654,-0.291097883,brown|0.8093
PDXK|NP_003672.1,M3,brown,-0.015147349,0.022603293,0.808046845,0.279158269,0.411194767,0.064816489,0.060131134,0.479148407,0.162289315,0.138130367,-0.230454745,-0.297836138,-0.598006768,-0.275063357,-0.640068012,-0.486216282,-0.419791313,-0.573522097,-0.159414242,-0.180103178,-0.36029202,-0.494421324,-0.612613145,0.330331755,0.531952984,0.479772018,0.086233128,-0.019436338,brown|0.808
PPRC1|NP_055877.3,M3,brown,-6.73E-06,0.252132292,0.804635413,0.427955002,0.681678814,0.020014678,-0.439535854,0.32080593,0.001595331,-0.301280697,-0.095005498,-0.406623713,-0.478542554,-0.443137668,-0.745800302,-0.748638296,-0.805389178,-0.555510531,-0.376950015,-0.536862117,-0.652504587,-0.537179607,-0.607237873,0.09891819,0.328691512,0.157411103,-0.298140223,0.01151814,brown|0.8046
IDH3G|NP_004126.1,M3,brown,-0.300231298,0.217820483,0.803824827,0.246912587,0.621828726,0.005927562,-0.318927202,0.425295686,0.041225656,-0.266825466,-0.315075098,-0.280858629,-0.572257846,-0.552547429,-0.578740819,-0.762515001,-0.753552081,-0.554549683,-0.342948785,-0.583996904,-0.646132392,-0.658599016,-0.592071514,0.230506634,0.207281275,0.221640111,-0.083169344,0.127332421,brown|0.8038
SIRT5|NP_036373.1,M3,brown,-0.253276828,-0.250928048,0.799487319,0.264012129,0.249757558,-0.293565523,-0.348584899,0.106259218,-0.191876591,-0.016607055,0.041936766,-0.476525757,-0.397081139,-0.124916678,-0.61922075,-0.554814322,-0.650226522,-0.277947721,0.087133525,-0.22869108,-0.321839629,-0.188212097,-0.396870318,0.478880313,0.747568398,0.264952358,0.185369215,0.020177791,brown|0.7995
DNM1L|NP_036193.2,M3,brown,-0.283841034,-0.142827387,0.799232671,0.352152413,0.501707154,-0.029995228,-0.333950367,0.227415224,-0.163830281,-0.281252346,0.044302451,-0.453208991,-0.634309158,-0.491063238,-0.806685173,-0.587615092,-0.779230342,-0.339754995,-0.116710558,-0.305897496,-0.397324703,-0.384097027,-0.547872759,0.307510552,0.356186367,0.189417973,0.069005322,0.239453958,brown|0.7992
SPTBN1|NP_003119.2,M3,brown,-0.140932308,-0.073928083,0.798747561,0.050637459,0.389268445,0.112347605,-0.150335851,0.384504185,-0.032102783,0.081722823,-0.373890243,-0.194244626,-0.615342228,-0.321024657,-0.729762311,-0.627858424,-0.550182292,-0.493504739,-0.050258034,-0.193179073,-0.44210152,-0.449054652,-0.575669706,0.287740431,0.526439358,0.621601949,0.012385492,0.093285397,brown|0.7987
RPS6KA2|NP_001006933.1,M3,brown,-0.007309583,0.039772595,0.783409536,0.403890248,0.435941735,-0.088044423,-0.376685156,0.135096979,-0.314354571,-0.1825099,0.04986494,-0.621188264,-0.391001441,-0.213523814,-0.73357154,-0.483135007,-0.811132743,-0.57638552,-0.319954522,-0.234225945,-0.574061869,-0.270631983,-0.509504937,-0.147284085,0.396141207,0.276952228,-0.125029579,-0.310908821,brown|0.7834
HSPA4L|NP_055093.2,M3,brown,0.09665908,0.294934535,0.780237091,0.63673848,0.709508774,0.150823258,-0.032139515,0.392211781,0.044968036,-0.350265636,-0.1978256,-0.523920835,-0.520695392,-0.541001882,-0.687163451,-0.5399897,-0.714104914,-0.858719296,-0.685595228,-0.398246626,-0.622959444,-0.610247941,-0.764164816,-0.207422781,0.134890869,0.368251261,-0.105705048,-0.242557233,brown|0.7802
PAFAH1B3|NP_001139411.1,M3,brown,0.031666661,-0.05533942,0.775975954,0.506739778,0.342464745,-0.011251409,0.020608992,0.206799201,-0.027012361,0.337309169,0.282936536,-0.673617352,-0.462782008,0.027805416,-0.657941166,-0.182728259,-0.374046914,-0.410627667,0.082668968,-0.192155092,-0.266190184,-0.233084176,-0.641079809,0.115076819,0.601770438,0.258494266,0.067846374,-0.096474677,brown|0.776
FSCN1|NP_003079.1,M3,brown,0.043301728,-0.002325503,0.769032267,0.35965909,0.556587831,0.392832451,0.035977615,0.502908686,0.220764843,0.153321085,-0.172715606,-0.283246679,-0.738421143,-0.390707299,-0.87287986,-0.436031751,-0.430273714,-0.385109351,-0.063340778,-0.289573555,-0.262475592,-0.490924453,-0.730267555,0.245259175,0.366783035,0.47643816,0.049373851,0.243071669,brown|0.769
